IMDBid,Jacob,WikiLink,Ceremony,SubmissionCountry,NominationTitle,Languages,Directors,Result,QID,titleType,primaryTitle,originalTitle,imdbYear,runtimeMinutes,genres,CeremonyYear,YearOffset
tt5121548,,/wiki/Breadcrumbs_(film),89,Uruguay,Breadcrumbs,Spanish,Manane Rodriguez,Not nominated,Q26933358,movie,Breadcrumbs,Migas de pan,2016,109,Drama,2017,1
tt4721400,,/wiki/From_Afar_(film),89,Venezuela,From Afar,Spanish,Lorenzo Vigas,Not nominated,Q20747599,movie,From Afar,Desde Allá,2015,93,"Drama,Romance",2017,2
tt4669954,,/wiki/Yellow_Flowers_on_the_Green_Grass,89,Vietnam,Yellow Flowers on the Green Grass,Vietnamese,Victor Vu,Not nominated,Q20026185,movie,Yellow Flowers on the Green Grass,Tôi thay hoa vàng trên co xanh,2015,103,Drama,2017,2
tt4313646,,"/wiki/I_Am_Nojoom,_Age_10_and_Divorced",89,Yemen,"I Am Nojoom, Age 10 and Divorced",Arabic,Khadija al-Salami,Not nominated,Q22684278,movie,"I Am Nojoom, Age 10 and Divorced",Ana Nojoom bent alasherah wamotalagah,2014,96,Drama,2017,3
tt7428830,,/wiki/A_Letter_to_the_President,90,Afghanistan,A Letter to the President,Dari,Roya Sadat,Not nominated,Q41365598,movie,A Letter to the President,Namai ba rahis gomhor,2017,83,Drama,2018,1
tt7060750,,/wiki/Daybreak_(2017_film),90,Albania,Daybreak,Albanian,Gentian Koçi,Not nominated,Q40803411,movie,Daybreak,Daybreak,2017,85,Drama,2018,1
tt2207112,,/wiki/Road_to_Istanbul,90,Algeria,Road to Istanbul,French,Rachid Bouchareb,Not nominated,Q22905754,movie,Road to Istanbul,La route d'Istanbul,2016,92,"Drama,Thriller",2018,2
tt3409848,,/wiki/Zama_(2017_film),90,Argentina,Zama,Spanish,Lucrecia Martel,Not nominated,Q22931120,movie,Zama,Zama,2017,115,"Drama,History",2018,1
tt7438534,,/wiki/Yeva_(film),90,Armenia,Yeva,Armenian,Anahit Abad,Not nominated,Q41365879,movie,Yeva,Yeva,2017,94,Drama,2018,1
tt4391164,,/wiki/The_Space_Between_(2016_film),90,Australia,The Space Between,"Italian, English",Ruth Borgobello,Not nominated,Q41673118,movie,The Space Between,The Space Between,2016,100,Drama,2018,2
tt5304464,,/wiki/Happy_End_(2017_film),90,Austria,Happy End,"French, English",Michael Haneke,Not nominated,Q22000321,movie,Happy End,Happy End,2017,107,Drama,2018,1
tt7095054,,/wiki/Pomegranate_Orchard,90,Azerbaijan,Pomegranate Orchard,Azerbaijani,Ilgar Najaf,Not nominated,Q37164784,movie,Nar bagi,Nar bagi,2017,90,Drama,2018,1
tt7421526,,/wiki/The_Cage_(2017_film),90,Bangladesh,The Cage,Bengali,Akram Khan,Not nominated,Q41016691,movie,The Cage,Khacha,2017,110,"Drama,History",2018,1
tt2586120,,/wiki/Racer_and_the_Jailbird,90,Belgium,Racer and the Jailbird,French,Michaël R. Roskam,Not nominated,Q27590689,movie,Racer and the Jailbird,Le fidèle,2017,130,"Crime,Drama,Romance",2018,1
tt5986738,,/wiki/Dark_Skull,90,Bolivia,Dark Skull,Spanish,Kiro Russo,Not nominated,Q40782555,movie,Dark Skull,Viejo calavera,2016,80,"Adventure,Drama,Mystery",2018,2
tt5239558,,/wiki/Men_Don%27t_Cry_(film),90,Bosnia and Herzegovina,Men Don't Cry,Bosnian,Alen Drljević,Not nominated,Q38098657,movie,Men Don't Cry,Muskarci ne placu,2017,98,Drama,2018,1
tt6293516,,/wiki/Bingo:_The_King_of_the_Mornings,90,Brazil,Bingo: The King of the Mornings,Portuguese,Daniel Rezende,Not nominated,Q28678299,movie,Bingo: The King of the Mornings,Bingo: O Rei das Manhãs,2017,113,"Biography,Comedy,Drama",2018,1
tt5937296,,/wiki/Glory_(2016_film),90,Bulgaria,Glory,Bulgarian,Kristina Grozeva and Petar Valchanov,Not nominated,Q27259055,movie,Glory,Slava,2016,101,Drama,2018,2
tt4882376,,/wiki/First_They_Killed_My_Father_(film),90,Cambodia,First They Killed My Father,"Khmer, English",Angelina Jolie,Not nominated,Q22908422,movie,First They Killed My Father,First They Killed My Father,2017,136,"Biography,Drama,History",2018,1
tt6530104,,"/wiki/Hochelaga,_Land_of_Souls",90,Canada,"Hochelaga, Land of Souls","French, English, Mohawk, Algonquin",François Girard,Not nominated,Q39048922,movie,"Hochelaga, Land of Souls","Hochelaga, Terre des Âmes",2017,100,History,2018,1
tt5639354,,/wiki/A_Fantastic_Woman,90,Chile,A Fantastic Woman,Spanish,Sebastián Lelio,Won Academy Award,Q28127580,movie,A Fantastic Woman,Una Mujer Fantástica,2017,104,Drama,2018,1
tt7131870,,/wiki/Wolf_Warrior_2,90,China,Wolf Warrior 2,"Mandarin, English",Wu Jing,Not nominated,Q27964540,movie,Wolf Warrior 2,Zhan lang II,2017,123,"Action,Adventure,Drama",2018,1
tt6152546,,/wiki/Guilty_Men_(film),90,Colombia,Guilty Men,Spanish,Iván Gaona,Not nominated,Q39970193,movie,Guilty Men,Pariente,2016,115,"Drama,Thriller,Western",2018,2
tt5135436,,/wiki/The_Sound_of_Things,90,Costa Rica,The Sound of Things,Spanish,Ariel Escalante,Not nominated,Q41673279,movie,The Sound of Things,El sonido de las cosas,2016,75,Drama,2018,2
tt5791884,,/wiki/Quit_Staring_at_My_Plate,90,Croatia,Quit Staring at My Plate,Croatian,Hana Jušić,Not nominated,Q27536912,movie,Ne gledaj mi u pijat,Ne gledaj mi u pijat,2016,105,Drama,2018,2
tt5495726,,/wiki/Ice_Mother,90,Czech Republic,Ice Mother,Czech,Bohdan Sláma,Not nominated,Q28824040,movie,Ice Mother,Bába z ledu,2017,106,"Comedy,Drama,Romance",2018,1
tt5194504,,/wiki/You_Disappear,90,Denmark,You Disappear,Danish,Peter Schønau Fog,Not nominated,Q27908434,movie,You Disappear,Du forsvinder,2017,117,Drama,2018,1
tt5999770,,/wiki/Woodpeckers_(2017_film),90,Dominican Republic,Woodpeckers,Spanish,José María Cabral,Not nominated,Q28380549,movie,Carpinteros,Carpinteros,2017,106,Drama,2018,1
tt4572682,,/wiki/Alba_(film),90,Ecuador,Alba,Spanish,Ana Cristina Barragán,Not nominated,Q24032999,movie,Alba,Alba,2016,98,"Drama,Family",2018,2
tt6953076,,/wiki/Sheikh_Jackson,90,Egypt,Sheikh Jackson,Arabic,Amr Salama,Not nominated,Q39047277,movie,Sheikh Jackson,Sheikh Jackson,2017,93,Drama,2018,1
tt6164502,,/wiki/November_(2017_film),90,Estonia,November,Estonian,Rainer Sarnet,Not nominated,Q31280449,movie,November,November,2017,115,"Drama,Fantasy,Horror",2018,1
tt5226984,,/wiki/Tom_of_Finland_(film),90,Finland,Tom of Finland,"Finnish, English",Dome Karukoski,Not nominated,Q28047662,movie,Tom of Finland,Tom of Finland,2017,117,"Biography,Drama",2018,1
tt6135348,,/wiki/BPM_(Beats_per_Minute),90,France,BPM (Beats per Minute),French,Robin Campillo,Not nominated,Q29378617,movie,120 BPM,120 battements par minute,2017,143,Drama,2018,1
tt7148254,,/wiki/Scary_Mother_(film),90,Georgia,Scary Mother,Georgian,Ana Urushadze,Not nominated,Q38420717,movie,Scary Mother,Sashishi deda,2017,107,Drama,2018,1
tt5723272,,/wiki/In_the_Fade,90,Germany,In the Fade,German,Fatih Akin,Made shortlist,Q28999157,movie,In the Fade,Aus dem Nichts,2017,106,"Crime,Drama,Thriller",2018,1
tt6151714,,/wiki/Amerika_Square,90,Greece,Amerika Square,Greek,Yannis Sakardis,Not nominated,Q29014713,movie,Amerika Square,Plateia Amerikis,2016,86,Drama,2018,2
tt5974362,,/wiki/Ayiti_Mon_Amour,90,Haiti,Ayiti Mon Amour,"Creole, French, English, Japanese",Guetty Felin,Not nominated,Q26684467,movie,Ayiti Mon Amour,Ayiti mon amour,2016,88,Drama,2018,2
tt7074142,,/wiki/Moraz%C3%A1n_(film),90,Honduras,Morazán,Spanish,Hispano Durón,Not nominated,Q41673406,movie,Morazán,Morazán,2017,115,"Drama,History",2018,1
tt6041030,,/wiki/Mad_World_(film),90,Hong Kong,Mad World,Cantonese,Wong Chun,Not nominated,Q28416124,movie,Mad World,Yat nim mou ming,2016,101,Drama,2018,2
tt5607714,,/wiki/On_Body_and_Soul,90,Hungary,On Body and Soul,Hungarian,Ildikó Enyedi,Nominated,Q28127581,movie,On Body and Soul,Teströl és lélekröl,2017,116,"Drama,Fantasy,Mystery",2018,1
tt6223806,,/wiki/Under_the_Tree_(2017_film),90,Iceland,Under the Tree,Icelandic,Hafsteinn Gunnar Sigurðsson,Not nominated,Q39073952,movie,Under the Tree,Undir trénu,2017,89,"Comedy,Drama,Thriller",2018,1
tt6484982,,/wiki/Newton_(film),90,India,Newton,Hindi,Amit V Masurkar,Not nominated,Q28914754,movie,Newton,Newton,2017,106,"Comedy,Drama",2018,1
tt7407168,,/wiki/Leftovers_(film),90,Indonesia,Turah,Tegalese,Wicaksono Wisnu Legowo,Not nominated,Q27907587,movie,Turah,Turah,2016,83,Drama,2018,2
tt6272704,,/wiki/Breath_(2016_film),90,Iran,Breath,Persian,Narges Abyar,Not nominated,Q25433046,movie,Breath,Nafas,2016,112,"Drama,Family,Fantasy",2018,2
tt5749748,,/wiki/Reseba:_The_Dark_Wind,90,Iraq,Reseba: The Dark Wind,"Arabic, Kurdish",Hussein Hassan,Not nominated,Q27247219,movie,Reseba: The Dark Wind,Reseba,2016,92,"Drama,Romance,War",2018,2
tt5765144,,/wiki/Song_of_Granite,90,Ireland,Song of Granite,"Irish, English",Pat Collins,Not nominated,Q30337268,movie,Song of Granite,Song of Granite,2017,104,"Biography,Drama",2018,1
tt6896536,,/wiki/Foxtrot_(2017_film),90,Israel,Foxtrot,Hebrew,Samuel Maoz,Made shortlist,Q37737622,movie,Foxtrot,Foxtrot,2017,113,Drama,2018,1
tt6802896,,/wiki/A_Ciambra,90,Italy,A Ciambra,Italian,Jonas Carpignano,Not nominated,Q30203628,movie,A Ciambra,A Ciambra,2017,118,"Crime,Drama",2018,1
tt4778500,,/wiki/Her_Love_Boils_Bathwater,90,Japan,Her Love Boils Bathwater,Japanese,Ryōta Nakano,Not nominated,Q28685625,movie,Her Love Boils Bathwater,Yu wo wakasuhodo no atsui ai,2016,125,Drama,2018,2
tt4470016,,/wiki/The_Road_to_Mother,90,Kazakhstan,The Road to Mother,"Kazakh, Russian",Akan Satayev,Not nominated,Q40805406,movie,The Road to Mother,Anaga aparar jol,2016,130,"Drama,History,War",2018,2
tt6039442,,/wiki/Kati_Kati,90,Kenya,Kati Kati,"Swahili, English",Mbithi Masya,Not nominated,Q26837751,movie,Kati Kati,Kati Kati,2016,75,"Drama,Fantasy",2018,2
tt6864006,,/wiki/Unwanted_(film),90,Kosovo,Unwanted,"Dutch, Albanian",Edon Rizvanolli,Not nominated,Q39972392,movie,Unwanted,T'padashtun,2017,85,"Drama,Romance",2018,1
tt5612426,,/wiki/Centaur_(2016_film),90,Kyrgyzstan,Centaur,Kyrgyz,Aktan Abdykalykov,Not nominated,Q30598636,movie,Centaur,Kentavr,2017,89,Drama,2018,1
tt4701908,,/wiki/Dearest_Sister,90,Laos,Dearest Sister,Lao,Mattie Do,Not nominated,Q20926293,movie,Dearest Sister,Nong Hak,2016,101,"Drama,Horror",2018,2
tt5541426,,/wiki/The_Chronicles_of_Melanie,90,Latvia,The Chronicles of Melanie,"Latvian, Russian",Viestur Kairish,Not nominated,Q26768892,movie,The Chronicles of Melanie,Melanijas hronika,2016,120,"Biography,Drama,History",2018,2
tt7048622,,/wiki/The_Insult_(film),90,Lebanon,The Insult,"Arabic, French",Ziad Doueiri,Nominated,Q38620429,movie,The Insult,L'insulte,2017,113,"Crime,Drama,Thriller",2018,1
tt6464290,,/wiki/Frost_(2017_film),90,Lithuania,Frost,Lithuanian,Šarūnas Bartas,Not nominated,Q29549882,movie,Frost,Frost,2017,132,"Drama,Mystery,War",2018,1
tt5797756,,/wiki/Barrage_(film),90,Luxembourg,Barrage,French,Laura Schroeder,Not nominated,Q28803787,movie,Barrage,Barrage,2017,112,Drama,2018,1
tt3800560,,/wiki/Tempestad,90,Mexico,Tempestad,Spanish,Tatiana Huezo,Not nominated,Q24659886,movie,Tempestad,Tempestad,2016,105,Documentary,2018,2
tt5858514,,/wiki/The_Children_of_Genghis,90,Mongolia,The Children of Genghis,Mongolian,Zolbayar Dorj,Not nominated,Q41673610,movie,The Children of Genghis,Chingisiin huuhduud,2017,101,"Adventure,Family",2018,1
tt7216256,,/wiki/Razzia_(2017_film),90,Morocco,Razzia,Arabic,Nabil Ayouch,Not nominated,Q40132901,movie,Razzia,Razzia,2017,119,Drama,2018,1
tt4524676,,/wiki/The_Train_of_Salt_and_Sugar,90,Mozambique,The Train of Salt and Sugar,Portuguese,Licínio Azevedo,Not nominated,Q41366550,movie,The Train of Salt and Sugar,Comboio de Sal e Açúcar,2016,93,Adventure,2018,2
tt3638644,,/wiki/White_Sun,90,Nepal,White Sun,Nepali,Deepak Rauniyar,Not nominated,Q27964349,movie,White Sun,Seto Surya,2016,89,"Adventure,Drama",2018,2
tt5712152,,/wiki/Layla_M.,90,Netherlands,Layla M.,"Dutch, Arabic, English",Mijke de Jong,Not nominated,Q38496522,movie,Layla M.,Layla M.,2016,98,Drama,2018,2
tt5371832,,/wiki/One_Thousand_Ropes,90,New Zealand,One Thousand Ropes,Samoan,Tusi Tamasese,Not nominated,Q28753462,movie,One Thousand Ropes,One Thousand Ropes,2017,98,Drama,2018,1
tt6304046,,/wiki/Thelma_(2017_film),90,Norway,Thelma,Norwegian,Joachim Trier,Not nominated,Q28233735,movie,Thelma,Thelma,2017,116,"Drama,Fantasy,Horror",2018,1
tt5580778,,/wiki/Saawan,90,Pakistan,Saawan,Urdu,Farhan Alam,Not nominated,Q23647144,movie,Saawan,Saawan,2016,137,"Drama,Thriller",2018,2
tt6695212,,/wiki/Wajib_(film),90,Palestine,Wajib,Arabic,Annemarie Jacir,Not nominated,Q38421581,movie,Wajib - The Wedding Invitation,Wajib,2017,96,"Comedy,Drama",2018,1
tt5870084,,/wiki/Beyond_Brotherhood,90,Panama,Beyond Brotherhood,Spanish,Arianne Benedetti,Not nominated,Q40780295,movie,Beyond Brotherhood,Más que hermanos,2017,110,Drama,2018,1
tt4912622,,/wiki/The_Gold_Seekers,90,Paraguay,The Gold Seekers,"Spanish, Guarani",Juan Carlos Maneglia and Tana Schembori,Not nominated,Q41025791,movie,The Gold Seekers,Los Buscadores,2017,102,"Adventure,Comedy,Drama",2018,1
tt3733098,,/wiki/Rosa_Chumbe,90,Peru,Rosa Chumbe,Spanish,Jonatan Relayze,Not nominated,Q40780497,movie,Rosa Chumbe,Rosa Chumbe,2015,75,Drama,2018,3
tt6135042,,/wiki/Birdshot_(film),90,Philippines,Birdshot,Filipino,Mikhail Red,Not nominated,Q39074036,movie,Birdshot,Birdshot,2016,116,"Drama,Mystery,Thriller",2018,2
tt5328350,,/wiki/Spoor_(film),90,Poland,Spoor,Polish,Agnieszka Holland,Not nominated,Q28050177,movie,Spoor,Pokot,2017,128,"Crime,Drama,Mystery",2018,1
tt4895668,,/wiki/Saint_George_(film),90,Portugal,Saint George,Portuguese,Marco Martins,Not nominated,Q39469588,movie,Saint George,São Jorge,2016,112,"Crime,Drama",2018,2
tt4950192,,/wiki/The_Fixer_(2016_film),90,Romania,Fixeur,Romanian,Adrian Sitaru,Not nominated,Q27959201,movie,The Fixer,Fixeur,2016,100,"Drama,Thriller",2018,2
tt6304162,,/wiki/Loveless_(film),90,Russia,Loveless,Russian,Andrey Zvyagintsev,Nominated,Q27049581,movie,Loveless,Nelyubov,2017,127,Drama,2018,1
tt5980798,,/wiki/F%C3%A9licit%C3%A9_(2017_film),90,Senegal,Félicité,"Lingala, French",Alain Gomis,Made shortlist,Q28222427,movie,Félicité,Félicité,2017,129,"Drama,Music",2018,1
tt5207166,,/wiki/Requiem_for_Mrs._J.,90,Serbia,Requiem for Mrs. J.,Serbian,Bojan Vuletić,Not nominated,Q28753463,movie,Requiem for Mrs. J,Rekvijem za gospodju J,2015,93,Drama,2018,3
tt3740066,,/wiki/Pop_Aye,90,Singapore,Pop Aye,Thai,Kirsten Tan,Not nominated,Q28532725,movie,Pop Aye,Pop Aye,2017,104,"Comedy,Drama",2018,1
tt6134000,,/wiki/The_Line_(2017_film),90,Slovakia,The Line,"Slovak, Ukrainian",Peter Bebjak,Not nominated,Q30964038,movie,The Line,Ciara,2017,108,"Crime,Thriller",2018,1
tt6213994,,/wiki/The_Miner_(film),90,Slovenia,The Miner,Slovene,Hanna Antonina Wojcik Slak,Not nominated,Q40452583,movie,Rudar,Rudar,2017,98,"Biography,Drama,History",2018,1
tt6333070,,/wiki/The_Wound_(2017_film),90,South Africa,The Wound,Xhosa,John Trengove,Made shortlist,Q28056410,movie,The Wound,Inxeba,2017,88,"Drama,Romance",2018,1
tt6878038,,/wiki/A_Taxi_Driver,90,South Korea,A Taxi Driver,"Korean, English",Jang Hoon,Not nominated,Q28698824,movie,A Taxi Driver,Taeksi woonjunsa,2017,137,"Action,Drama,History",2018,1
tt5897636,,/wiki/Summer_1993,90,Spain,Summer 1993,Catalan,Carla Simón,Not nominated,Q29963333,movie,Summer 1993,Estiu 1993,2017,97,"Drama,Family",2018,1
tt4995790,,/wiki/The_Square_(2017_film),90,Sweden,The Square,"Swedish, English, Danish",Ruben Östlund,Nominated,Q27237522,movie,The Square,The Square,2017,151,"Comedy,Drama",2018,1
tt5818818,,/wiki/The_Divine_Order,90,Switzerland,The Divine Order,German,Petra Biondina Volpe,Not nominated,Q29368310,movie,The Divine Order,Die göttliche Ordnung,2017,96,"Comedy,Drama",2018,1
tt5435108,,/wiki/Little_Gandhi,90,Syria,Little Gandhi,"Arabic, English",Sam Kadi,Not nominated,Q26828276,movie,Little Gandhi,Little Gandhi,2016,93,"Biography,Documentary",2018,2
tt6041174,,/wiki/Small_Talk_(2016_film),90,Taiwan,Small Talk,Taiwanese,Huang Hui-chen,Not nominated,Q28948768,movie,Small Talk,Ri chang dui hua,2016,88,"Documentary,Family",2018,2
tt6024768,,/wiki/By_the_Time_It_Gets_Dark,90,Thailand,By the Time It Gets Dark,Thai,Anocha Suwichakornpong,Not nominated,Q31350209,movie,By the Time It Gets Dark,Dao khanong,2016,105,Drama,2018,2
tt6589330,,/wiki/The_Last_of_Us_(film),90,Tunisia,The Last of Us,No dialogue,Ala Eddine Slim,Not nominated,Q41367564,movie,The Last of Us,Akher Wahed Fina,2016,95,"Adventure,Drama,Fantasy",2018,2
tt6316138,,/wiki/Ayla:_The_Daughter_of_War,90,Turkey,Ayla: The Daughter of War,"Turkish, Korean, English",Can Ulkay,Not nominated,Q31193403,movie,Ayla: The Daughter of War,Ayla: The Daughter of War,2017,125,"Biography,Drama,History",2018,1
tt5915734,,/wiki/Black_Level_(film),90,Ukraine,Black Level,No dialogue,Valentyn Vasyanovych,Not nominated,Q25438080,movie,Black Level,Riven chornoho,2017,91,Drama,2018,1
tt4489562,,/wiki/My_Pure_Land,90,United Kingdom,My Pure Land,Urdu,Sarmad Masud,Not nominated,Q39926630,movie,My Pure Land,My Pure Land,2017,92,"Drama,Thriller",2018,1
tt7069148,,/wiki/Another_Story_of_the_World,90,Uruguay,Another Story of the World,Spanish,Guillermo Casanova,Not nominated,Q35695819,movie,Another Story of the World,Otra historia del mundo,2017,105,Comedy,2018,1
tt4581310,,/wiki/El_Inca_(film),90,Venezuela,El Inca,Spanish,Ignacio Castillo Cottin,Not nominated,Q38419769,movie,El Inca,El Inca,2016,128,"Biography,Drama,Romance",2018,2
tt6531206,,/wiki/Father_and_Son_(2017_Vietnamese_film),90,Vietnam,Father and Son,Vietnamese,Lương Đình Dũng,Not nominated,Q39968731,movie,Father and Son,Cha Cõng Con,2017,90,"Drama,Family",2018,1
tt9094134,,"/wiki/Rona,_Azim%27s_Mother",91,Afghanistan,"Rona, Azim's Mother","Persian, Dari",Jamshid Mahmoudi,Not nominated,Q57174606,movie,"Rona, Azim's Mother","Rona, Madar-e Azim",2018,80,Drama,2019,1
tt9011224,,/wiki/Until_the_End_of_Time_(film),91,Algeria,Until the End of Time,Arabic,Yasmine Chouikh,Not nominated,Q59727731,movie,Until the End of Time,Ila akher ezaman,2017,93,Drama,2019,2
tt7204348,,/wiki/El_Angel_(film),91,Argentina,El Ángel,Spanish,Luis Ortega,Not nominated,Q51886007,movie,El Angel,El Ángel,2018,118,"Biography,Crime,Drama",2019,1
tt8530866,,/wiki/Spitak_(film),91,Armenia,Spitak,"Armenian, Russian, French",Alexander Kott,Not nominated,Q56457407,movie,Spitak,Spitak,2018,98,"Action,Drama",2019,1
tt7083846,,/wiki/Jirga_(film),91,Australia,Jirga,"Pashto, English",Benjamin Gilmour,Not nominated,Q58814991,movie,Jirga,Jirga,2018,78,"Drama,War",2019,1
tt8055880,,/wiki/The_Waldheim_Waltz,91,Austria,The Waldheim Waltz,"German, English, French",Ruth Beckermann,Not nominated,Q50103451,movie,The Waldheim Waltz,Waldheims Walzer,2018,93,"Documentary,History",2019,1
tt5513920,,/wiki/No_Bed_of_Roses,91,Bangladesh,No Bed of Roses,"Bengali, English",Mostofa Sarwar Farooki,Not nominated,Q23709795,movie,Doob - No Bed of Roses,No Bed of Roses,2017,85,Drama,2019,2
tt6835498,,/wiki/Crystal_Swan,91,Belarus,Crystal Swan,"Russian, English",Darya Zhuk,Not nominated,Q55388838,movie,Crystal Swan,Khrustal,2018,95,Drama,2019,1
tt8254556,,/wiki/Girl_(2018_film),91,Belgium,Girl,"Dutch, French",Lukas Dhont,Not nominated,Q51843955,movie,Girl,Girl,2018,105,Drama,2019,1
tt8814620,,/wiki/The_Goalkeeper_(2018_film),91,Bolivia,The Goalkeeper,Spanish,Rodrigo Patiño,Not nominated,Q56742680,movie,The Goalkeeper,Muralla,2018,90,Thriller,2019,1
tt6982352,,/wiki/Never_Leave_Me_(film),91,Bosnia and Herzegovina,Never Leave Me,"Arabic, Turkish",Aida Begić,Not nominated,Q56605567,movie,Never Leave Me,Never Leave Me,2017,96,Drama,2019,2
tt3096782,,/wiki/The_Great_Mystical_Circus_(film),91,Brazil,The Great Mystical Circus,Portuguese,Cacá Diegues,Not nominated,Q10339193,movie,The Great Mystical Circus,O Grande Circo Místico,2018,105,Drama,2019,1
tt6194984,,/wiki/Omnipresent_(film),91,Bulgaria,Omnipresent,Bulgarian,Ilian Djevelekov,Not nominated,Q54969936,movie,Omnipresent,Vezdesushtiyat,2017,120,Drama,2019,2
tt8790662,,/wiki/Graves_Without_a_Name,91,Cambodia,Graves Without a Name,"French, Khmer",Rithy Panh,Not nominated,Q56604162,movie,Graves Without a Name,Les tombeaux sans noms,2018,115,Documentary,2019,1
tt8042452,,/wiki/Family_First_(film),91,Canada,Family First,French,Sophie Dupuis,Not nominated,Q55596316,movie,Family First,Chien de garde,2018,87,Drama,2019,1
tt7333918,,/wiki/And_Suddenly_the_Dawn,91,Chile,And Suddenly the Dawn,Spanish,Silvio Caiozzi,Not nominated,Q56604157,movie,...And Suddenly the Dawn,...Y de Pronto el Amanecer,2017,195,Drama,2019,2
tt8434380,,/wiki/Hidden_Man,91,China,Hidden Man,Mandarin,Jiang Wen,Not nominated,Q55707582,movie,Hidden Man,Xie bu ya zheng,2018,137,"Action,Crime,Drama",2019,1
tt6386748,,/wiki/Birds_of_Passage_(film),91,Colombia,Birds of Passage,"Wayuu, Spanish, English, Wiwa",Cristina Gallego and Ciro Guerra,Made shortlist,Q51998716,movie,Birds of Passage,Pájaros de verano,2018,125,"Crime,Drama",2019,1
tt5656980,,/wiki/Medea_(2017_film),91,Costa Rica,Medea,Spanish,Alexandra Latishev Salazar,Not nominated,Q56742670,movie,Medea,Medea,2017,70,Drama,2019,2
tt7830960,,/wiki/The_Eighth_Commissioner,91,Croatia,The Eighth Commissioner,Croatian,Ivan Salaj,Not nominated,Q56450507,movie,The Eighth Commissioner,Osmi povjerenik,2018,139,"Comedy,Drama",2019,1
tt6131208,,/wiki/Sergio_and_Sergei,91,Cuba,Sergio and Sergei,"Spanish, English, Russian",Ernesto Daranas,Not on the final list,Q52158771,movie,Sergio and Sergei,Sergio & Serguéi,2017,93,Drama,2019,2
tt8523292,,/wiki/Winter_Flies,91,Czech Republic,Winter Flies,Czech,Olmo Omerzu,Not nominated,Q54462995,movie,Winter Flies,Vsechno bude,2018,85,"Adventure,Comedy,Drama",2019,1
tt6742252,,/wiki/The_Guilty_(2018_film),91,Denmark,The Guilty,Danish,Gustav Möller,Made shortlist,Q30126665,movie,The Guilty,Den skyldige,2018,85,"Crime,Drama,Thriller",2019,1
tt5708028,,/wiki/Cocote,91,Dominican Republic,Cocote,Spanish,Nelson Carlo de Los Santos Arias,Not nominated,Q56604216,movie,Cocote,Cocote,2017,106,Drama,2019,2
tt5328694,,/wiki/A_Son_of_Man,91,Ecuador,A Son of Man,"Spanish, English, German, Quechua",Jamaicanoproblem and Pablo Agüero,Not nominated,Q56435140,movie,A Son of Man,A Son of Man,2018,93,"Adventure,Drama,Family",2019,1
tt6846432,,/wiki/Yomeddine,91,Egypt,Yomeddine,Arabic,Abu Bakr Shawky,Not nominated,Q51834948,movie,Yomeddine,Yom el-Din,2018,97,"Adventure,Comedy,Drama",2019,1
tt6280368,,/wiki/Take_It_or_Leave_It_(2018_film),91,Estonia,Take It or Leave It,Estonian,Liina Triškina-Vanhatalo,Not nominated,Q56121608,movie,Take It or Leave It,Võta või jäta,2018,102,Drama,2019,1
tt6505968,,/wiki/Euthanizer,91,Finland,Euthanizer,Finnish,Teemu Nikki,Not nominated,Q39049013,movie,Euthanizer,Armomurhaaja,2017,85,"Comedy,Drama,Horror",2019,2
tt6313378,,/wiki/Memoir_of_War,91,France,Memoir of War,French,Emmanuel Finkiel,Not nominated,Q30075705,movie,Memoir of War,La douleur,2017,127,"Biography,Drama,War",2019,2
tt7565614,,/wiki/Namme,91,Georgia,Namme,Georgian,Zaza Khalvashi,Not nominated,Q48672757,movie,Namme,Namme,2017,91,Drama,2019,2
tt5311542,,/wiki/Never_Look_Away,91,Germany,Never Look Away,German,Florian Henckel von Donnersmarck,Nominated,Q28796230,movie,Never Look Away,Werk ohne Autor,2018,189,"Biography,Drama,Romance",2019,1
tt7473406,,/wiki/Polyxeni,91,Greece,Polyxeni,"Greek, Turkish",Dora Masklavanou,Not nominated,Q56604164,movie,Polyxeni,Polyxeni: Mia istoria apo tin Poli,2017,100,Drama,2019,2
tt6878882,,/wiki/Operation_Red_Sea,91,Hong Kong,Operation Red Sea,Mandarin,Dante Lam,Not nominated,Q30590974,movie,Operation Red Sea,Hong hai xing dong,2018,142,"Action,Drama,Thriller",2019,1
tt5855772,,/wiki/Sunset_(2018_film),91,Hungary,Sunset,"Hungarian, German",László Nemes,Not nominated,Q48672559,movie,Sunset,Napszállta,2018,142,"Drama,History",2019,1
tt7279188,,/wiki/Woman_at_War,91,Iceland,Woman at War,"Icelandic, Spanish, English, Ukrainian",Benedikt Erlingsson,Not nominated,Q53717659,movie,Woman at War,Kona fer í stríð,2018,101,"Adventure,Comedy,Drama",2019,1
tt7297966,,/wiki/Village_Rockstars,91,India,Village Rockstars,Assamese,Rima Das,Not nominated,Q47040481,movie,Village Rockstars,Village Rockstars,2017,87,Drama,2019,2
tt5923026,,/wiki/Marlina_the_Murderer_in_Four_Acts,91,Indonesia,Marlina the Murderer in Four Acts,Indonesian,Mouly Surya,Not nominated,Q29832008,movie,Marlina the Murderer in Four Acts,Marlina Si Pembunuh dalam Empat Babak,2017,93,"Drama,Thriller,Western",2019,2
